time,food,quantity,calories,protein,fibre,carbs,fat,date,weekday,source_sheet
08:30:00,2x egg,,240,12.0,,,,2024-10-16,Wednesday,14Oct24
,Porridge,,640,26.8,,,,2024-10-16,Wednesday,14Oct24
11:58:00,Snacks,,500,5.0,,,,2024-10-16,Wednesday,14Oct24
15:00:00,chicken,,700,50.0,,,,2024-10-16,Wednesday,14Oct24
,Cheese,,200,10.0,,,,2024-10-16,Wednesday,14Oct24
,1x banana,,100,1.0,,,,2024-10-16,Wednesday,14Oct24
19:20:00,prot. drink,,171,20.1,,,,2024-10-16,Wednesday,14Oct24
,isotonic drink,,128,0.0,,,,2024-10-16,Wednesday,14Oct24
21:53:00,snack,,143,,,,,2024-10-16,Wednesday,14Oct24
,cheese,,130,7.2,,,,2024-10-16,Wednesday,14Oct24
,bread,,180,6.8,,,,2024-10-16,Wednesday,14Oct24
08:20:00,Milk 500ml,,217,17.0,,,,2024-10-17,Thursday,14Oct24
09:08:00,wrap,,559,31.0,,,,2024-10-17,Thursday,14Oct24
09:30:00,Lucozade energy,,83,,,,,2024-10-17,Thursday,14Oct24
,Protein Drink,,285,33.0,,,,2024-10-17,Thursday,14Oct24
08:00:00,protein yoghurt,,84,15.0,,,,2024-11-04,Monday,4Nov24
09:00:00,milk pint,,320,16.0,,,,2024-11-04,Monday,4Nov24
,sandwich,,700,50.0,,,,2024-11-04,Monday,4Nov24
14:00:00,curry,,900,40.0,,,,2024-11-04,Monday,4Nov24
17:20:00,mullermich,,244,12.16,,,,2024-11-04,Monday,4Nov24
20:00:00,omelette ,,600,25.0,,,,2024-11-04,Monday,4Nov24
08:20:00,porridge,,750,29.65,,,,2024-11-07,Thursday,4Nov24
12:30:00,half cajun chicken mayo sandwich,,700,25.0,,,,2024-11-07,Thursday,4Nov24
15:30:00,rice,,300,6.0,,,,2024-11-07,Thursday,4Nov24
,chicken,,500,90.0,,,,2024-11-07,Thursday,4Nov24
,sauce,,200,0.0,,,,2024-11-07,Thursday,4Nov24
,croissant,,250,4.0,,,,2024-11-07,Thursday,4Nov24
11:50:00,sanwich,,800,40.0,,,,2024-11-08,Friday,4Nov24
,pint milk,,320,15.0,,,,2024-11-08,Friday,4Nov24
,chips,,500,5.0,,,,2024-11-08,Friday,4Nov24
17:33:00,dinner,,700,20.0,,,,2024-11-08,Friday,4Nov24
,Milk,,270,11.0,,,,2024-11-08,Friday,4Nov24
,1L low fat milk,,410,35.0,,,,2024-11-08,Friday,4Nov24
13:45:00,wrap,,250,10.0,,,,2024-11-09,Saturday,4Nov24
,butter,,50,,,,,2024-11-09,Saturday,4Nov24
,chicken,,250,35.0,,,,2024-11-09,Saturday,4Nov24
,cheese,,250,8.0,,,,2024-11-09,Saturday,4Nov24
,protein milk,,250,27.0,,,,2024-11-09,Saturday,4Nov24
,coffee,,100,,,,,2024-11-09,Saturday,4Nov24
18:00:00,hot chocolate,,300,5.0,,,,2024-11-09,Saturday,4Nov24
19:40:00,5x sausages,,530,30.0,,,,2024-11-09,Saturday,4Nov24
,4x eggs,,360,26.0,,,,2024-11-09,Saturday,4Nov24
,125g rice,,189,3.8,,,,2024-11-09,Saturday,4Nov24
,100g Salmon,,172,21.0,,,,2024-11-10,Sunday,4Nov24
,3x eggs,,270,19.5,,,,2024-11-10,Sunday,4Nov24
,125g rice,,189,3.8,,,,2024-11-10,Sunday,4Nov24
,g. mayo,,150,,,,,2024-11-10,Sunday,4Nov24
,parma ham,,100,10.5,,,,2024-11-10,Sunday,4Nov24
,kvarg,,81,15.0,,,,2024-11-10,Sunday,4Nov24
,roll,,191,6.6,,,,2024-11-10,Sunday,4Nov24
,2x oreos,,100,,,,,2024-11-10,Sunday,4Nov24
,6x bread slice,,540,20.4,,,,2024-11-10,Sunday,4Nov24
,4x oreos and milk,,400,5.0,,,,2024-11-10,Sunday,4Nov24
10:30:00,wrap,,1200,40.0,,,,2024-11-19,Tuesday,19Nov24
15:00:00,chicken,,400,45.0,,,,2024-11-19,Tuesday,19Nov24
,rice,,300,8.0,,,,2024-11-19,Tuesday,19Nov24
,potatoes,,300,8.0,,,,2024-11-19,Tuesday,19Nov24
,sauce,,200,,,,,2024-11-19,Tuesday,19Nov24
10:30:00,wrap,,950,50.0,,,,2024-11-20,Wednesday,19Nov24
16:45:00,caesar salad xtra chicken,,1100,69.0,,,,2024-11-20,Wednesday,19Nov24
12:30:00,bread roll,,200,,,,,2024-11-21,Thursday,19Nov24
,croissant,,200,,,,,2024-11-21,Thursday,19Nov24
,pt milk,,320,,,,,2024-11-21,Thursday,19Nov24
,4x biscuits,,300,,,,,2024-11-21,Thursday,19Nov24
,excess,,200,,,,,2024-11-21,Thursday,19Nov24
09:15:00,Pt Milk,,320,15.0,,,,2024-11-22,Friday,19Nov24
10:15:00,protein shake,,165,25.0,,,,2024-11-22,Friday,19Nov24
,apple,,100,,,,,2024-11-22,Friday,19Nov24
,curry ,,750,15.0,,,,2024-11-22,Friday,19Nov24
16:00:00,Curry w/ naan,,1300,30.0,,,,2024-11-22,Friday,19Nov24
20:35:00,"protein bar (optimum nutrition, marshmallow crunch)",,217,20.0,,,,2024-11-22,Friday,19Nov24
12:00:00,Steak,,456.27,43.13,,,,2024-11-23,Saturday,19Nov24
,Rice,,396,7.6,,,,2024-11-23,Saturday,19Nov24
,frozen veg,,100,,,,,2024-11-23,Saturday,19Nov24
,sauces,,300,,,,,2024-11-23,Saturday,19Nov24
14:00:00,500ml low fat milk,,210,15.0,,,,2024-11-23,Saturday,19Nov24
,4x fried eggs,,440,32.0,,,,2024-11-23,Saturday,19Nov24
,snickers,,230,,,,,2024-11-23,Saturday,19Nov24
19:30:00,Steak,,462.84,43.0,,,,2024-11-23,Saturday,19Nov24
,Half Rice,,396,3.8,,,,2024-11-23,Saturday,19Nov24
12:00:00,Soup,,500,2.0,,,,2024-11-24,Sunday,19Nov24
,Sandwich,,500,10.0,,,,2024-11-24,Sunday,19Nov24
15:00:00,Rice,,376,8.1,,,,2024-11-24,Sunday,19Nov24
,Steak,,462.84000000000003,55.062,,,,2024-11-24,Sunday,19Nov24
,Peas,,67,4.4,,,,2024-11-24,Sunday,19Nov24
,Cauliflower Rice,,30,2.3,,,,2024-11-24,Sunday,19Nov24
21:04:00,3x eggs,,300,,,,,2024-11-24,Sunday,19Nov24
,2x slice bread,,200,,,,,2024-11-24,Sunday,19Nov24
,excess,,200,,,,,2024-11-24,Sunday,19Nov24
08:30:00,Pork Mince,,274,41.2,,,,2024-11-25,Monday,25Nov24
,Basmati Rice 75g (uncooked),,234,5.3,,,,2024-11-25,Monday,25Nov24
,Peas 80g,,67,4.4,,,,2024-11-25,Monday,25Nov24
11:50:00,2x small apples,,150,,,,,2024-11-25,Monday,25Nov24
13:30:00,Coffee,,150,2.0,,,,2024-11-25,Monday,25Nov24
17:11:00,chicken curry,,900,60.0,,,,2024-11-25,Monday,25Nov24
,rice,,,,,,,2024-11-25,Monday,25Nov24
,carrots and parsnips,,^^,,,,,2024-11-25,Monday,25Nov24
20:40:00,Dessert,,500,,,,,2024-11-25,Monday,25Nov24
09:00:00,Caesar and Soup,,850,38.0,,,,2024-11-26,Tuesday,25Nov24
17:15:00,210g lean pork,,462,58.0,,,,2024-11-26,Tuesday,25Nov24
,238g roast potato,,400,5.0,,,,2024-11-26,Tuesday,25Nov24
,sauce,,200,,,,,2024-11-26,Tuesday,25Nov24
,excess,,150,,,,,2024-11-26,Tuesday,25Nov24
21:42:00,Avonmore Protein Milk,,270,27.0,,,,2024-11-26,Tuesday,25Nov24
10:00:00,Grenade Protein Bar,,226,20.0,,,,2024-11-27,Wednesday,25Nov24
,Avonmore Protein Milk,,270,33.0,,,,2024-11-27,Wednesday,25Nov24
,Banana,,110,,,,,2024-11-27,Wednesday,25Nov24
,Apple,,105,,,,,2024-11-27,Wednesday,25Nov24
15:05:00,Coffee,,150,,,,,2024-11-27,Wednesday,25Nov24
15:25:00,Chips,,150,,,,,2024-11-27,Wednesday,25Nov24
17:10:00,215g White Rice,,320,5.0,,,,2024-11-27,Wednesday,25Nov24
,240g chicken breast,,500,70.0,,,,2024-11-27,Wednesday,25Nov24
,Sauce,,250,,,,,2024-11-27,Wednesday,25Nov24
,Croissant,,250,,,,,2024-11-27,Wednesday,25Nov24
22:10:00,Grenade Protein Bar,,226,20.0,,,,2024-11-27,Wednesday,25Nov24
,Grenade Protein Bar,,226,20.0,,,,2024-11-27,Wednesday,25Nov24
,3x slices bread,,300,,,,,2024-11-27,Wednesday,25Nov24
09:30:00,175g chicken breast,,185.5,42.0,,,,2024-11-28,Thursday,25Nov24
,Grenade Protein Bar,,226,20.0,,,,2024-11-28,Thursday,25Nov24
,Peas 80g,,67,4.4,,,,2024-11-28,Thursday,25Nov24
,Basmati Rice 75g (uncooked),,234,5.3,,,,2024-11-28,Thursday,25Nov24
17:15:00,315g chicken,,650,90.0,,,,2024-11-28,Thursday,25Nov24
,215g white rice,,320,5.0,,,,2024-11-28,Thursday,25Nov24
,Sauce,,250,,,,,2024-11-28,Thursday,25Nov24
,Croissant,,250,,,,,2024-11-28,Thursday,25Nov24
,Apple Pie,,150,,,,,2024-11-28,Thursday,25Nov24
14:00:00,Optimum Nutrition Protein Shake,,290,50.0,,,,2024-11-29,Friday,25Nov24
,Orange Juice,,149,,,,,2024-11-29,Friday,25Nov24
,Grenade Protein Bar,,226,20.0,,,,2024-11-29,Friday,25Nov24
14:00:00,rice pudding,,150,,,,,2024-11-30,Saturday,25Nov24
16:00:00,Wrap,,250,5.0,,,,2024-11-30,Saturday,25Nov24
,Sauces,,200,,,,,2024-11-30,Saturday,25Nov24
,Cheese,,200,10.0,,,,2024-11-30,Saturday,25Nov24
,Chicken,,500,40.0,,,,2024-11-30,Saturday,25Nov24
17:00:00,Protein Bars,,480,38.0,,,,2024-11-30,Saturday,25Nov24
,Isotonic Drink,,150,,,,,2024-11-30,Saturday,25Nov24
19:30:00,half pint 1% milk,,123,10.5,,,,2024-11-30,Saturday,25Nov24
,kvarg,,81,15.0,,,,2024-11-30,Saturday,25Nov24
,gummies,,100,,,,,2024-11-30,Saturday,25Nov24
,brioche,,111,2.9,,,,2024-11-30,Saturday,25Nov24
,3x slice bread,,273,,,,,2024-11-30,Saturday,25Nov24
13:30:00,Pt Milk,,225.5,21.0,,,,2024-12-01,Sunday,25Nov24
,3x Slice Bread,,273,10.2,,,,2024-12-01,Sunday,25Nov24
15:50:00,3x fried eggs,,270,18.0,,,,2024-12-01,Sunday,25Nov24
,155g halloumi,,495,24.0,,,,2024-12-01,Sunday,25Nov24
,250g egg fried rice,,360,5.0,,,,2024-12-01,Sunday,25Nov24
18:00:00,Snacks,,800,,,,,2024-12-01,Sunday,25Nov24
10:10:00,Fulfill Bar,,199,20.0,,,,2024-12-02,Monday,2Dec24
,Kinetica Shake,,165,25.0,,,,2024-12-02,Monday,2Dec24
,Apple,,100,,,,,2024-12-02,Monday,2Dec24
13:30:00,Coffee,,100,,,,,2024-12-02,Monday,2Dec24
17:00:00,315g chicken,,650,90.0,,,,2024-12-02,Monday,2Dec24
,215g white rice,,320,5.0,,,,2024-12-02,Monday,2Dec24
,curry sace,,200,,,,,2024-12-02,Monday,2Dec24
,veg,,150,,,,,2024-12-02,Monday,2Dec24
,Dessert,,500,,,,,2024-12-02,Monday,2Dec24
07:25:00,125g Rice,,223,4.1,,,,2024-12-03,Tuesday,2Dec24
,100g Chicken,,128,26.8,,,,2024-12-03,Tuesday,2Dec24
,2x fried egg,,180,12.0,,,,2024-12-03,Tuesday,2Dec24
,150g Greek Yogurt,,85.5,15.600000000000001,,,,2024-12-03,Tuesday,2Dec24
,Syrup,,50,,,,,2024-12-03,Tuesday,2Dec24
09:15:00,Coffee,,100,,,,,2024-12-03,Tuesday,2Dec24
13:00:00,Tea,,50,,,,,2024-12-03,Tuesday,2Dec24
,Soup and Sambo,,850,22.5,,,,2024-12-03,Tuesday,2Dec24
17:00:00,Popcorn,,750,,,,,2024-12-03,Tuesday,2Dec24
,220g Steak,,385,46.0,,,,2024-12-03,Tuesday,2Dec24
,250g greek yohgurt,,138,22.6,,,,2024-12-03,Tuesday,2Dec24
,snacks ,,900,,,,,2024-12-03,Tuesday,2Dec24
13:30:00,Coffee,,100,,,,,2024-12-04,Wednesday,2Dec24
16:43:00,wrap,,250,5.0,,,,2024-12-04,Wednesday,2Dec24
,veg and bean,,250,3.0,,,,2024-12-04,Wednesday,2Dec24
17:20:00,315g chicken,,650,90.0,,,,2024-12-04,Wednesday,2Dec24
,215g white rice,,320,5.0,,,,2024-12-04,Wednesday,2Dec24
,Sauce,,200,,,,,2024-12-04,Wednesday,2Dec24
21:05:00,ON Vanilla Shake,,130,20.0,,,,2024-12-04,Wednesday,2Dec24
23:00:00,2x slice bread,,180,4.0,,,,2024-12-04,Wednesday,2Dec24
07:40:00,Oats 80g,,284,9.8,,,,2024-12-05,Thursday,2Dec24
,Milk 400ml,,164,14.0,,,,2024-12-05,Thursday,2Dec24
,Sauce,,60,,,,,2024-12-05,Thursday,2Dec24
,Apple,,150,,,,,2024-12-05,Thursday,2Dec24
,Sweets,,150,,,,,2024-12-05,Thursday,2Dec24
17:10:00,315g chicken,,650,90.0,,,,2024-12-05,Thursday,2Dec24
,215g white rice,,320,5.0,,,,2024-12-05,Thursday,2Dec24
,Sauce,,200,,,,,2024-12-05,Thursday,2Dec24
21:09:00,Grenade Bar,,227,21.0,,,,2024-12-05,Thursday,2Dec24
,ON Vanilla Shake,,158,25.0,,,,2024-12-05,Thursday,2Dec24
,Fanta Orange 330ml,,63,,,,,2024-12-05,Thursday,2Dec24
,Fanta Orange 330ml,,63,,,,,2024-12-05,Thursday,2Dec24
,Truffle,,50,,,,,2024-12-05,Thursday,2Dec24
16:00:00,Snacks,,800,15.0,,,,2024-12-06,Friday,2Dec24
17:20:00,G bread,,350,5.0,,,,2024-12-06,Friday,2Dec24
,315g chicken,,650,90.0,,,,2024-12-06,Friday,2Dec24
,215g white rice,,320,5.0,,,,2024-12-06,Friday,2Dec24
,Sauce,,200,,,,,2024-12-06,Friday,2Dec24
,Club 330ml ,,62.699999999999996,,,,,2024-12-06,Friday,2Dec24
21:07:00,Fulfil Bar,,199,20.0,,,,2024-12-06,Friday,2Dec24
22:30:00,Sweets,,800,,,,,2024-12-06,Friday,2Dec24
12:00:00,Oats 60g,,355,12.25,,,,2024-12-07,Saturday,2Dec24
,Greek Yoghurt 100g,,57,10.0,,,,2024-12-07,Saturday,2Dec24
,200ml Light Milk,,84,7.0,,,,2024-12-07,Saturday,2Dec24
,30g Whey Protein,,113,24.0,,,,2024-12-07,Saturday,2Dec24
,16g Syrup,,55,,,,,2024-12-07,Saturday,2Dec24
13:25:00,Coffee,,100,,,,,2024-12-07,Saturday,2Dec24
17:40:00,2x Grilled Sandwich Supermacs,,680,75.4,,,,2024-12-07,Saturday,2Dec24
,Pt Guinness,,210,,,,,2024-12-07,Saturday,2Dec24
,Banana,,100,,,,,2024-12-07,Saturday,2Dec24
20:00:00,Chicken 100g,,138,27.9,,,,2024-12-07,Saturday,2Dec24
,Kinetica Milkshake,,165,25.0,,,,2024-12-07,Saturday,2Dec24
21:20:00,Gala Wrap,,1000,50.0,,,,2024-12-07,Saturday,2Dec24
13:20:00,Oats 90g,,570,27.3,,,,2024-12-08,Sunday,2Dec24
,200ml Low Fat Milk,,93,7.0,,,,2024-12-08,Sunday,2Dec24
14:15:00,Avonmore Protein Gold,,285,33.0,,,,2024-12-08,Sunday,2Dec24
17:15:00,250g Baby Potatoes,,205,4.75,,,,2024-12-08,Sunday,2Dec24
,75g Butternut Squash,,30.75,0.0,,,,2024-12-08,Sunday,2Dec24
,62.5g Lettuce,,8.75,0.0,,,,2024-12-08,Sunday,2Dec24
,180g Chicken Burger,,309.6,43.38,,,,2024-12-08,Sunday,2Dec24
,125g Swede,,27.5,,,,,2024-12-08,Sunday,2Dec24
,Sauce,,150,,,,,2024-12-08,Sunday,2Dec24
18:58:00,Piece of cookie,,600,,,,,2024-12-08,Sunday,2Dec24
19:30:00,Bueno,,222,,,,,2024-12-08,Sunday,2Dec24
,Sorbet,,330,,,,,2024-12-08,Sunday,2Dec24
20:50:00,Slice Pizza,,300,15.0,,,,2024-12-08,Sunday,2Dec24
10:45:00,Clear Whey,,83,20.0,,,,2024-12-09,Monday,9Dec24
,250g Baby Potatoes,,205,4.75,,,,2024-12-09,Monday,9Dec24
,75g Butternut Squash,,30.75,0.0,,,,2024-12-09,Monday,9Dec24
,62.5g Lettuce,,8.75,0.0,,,,2024-12-09,Monday,9Dec24
,180g Chicken Burger,,309.6,43.38,,,,2024-12-09,Monday,9Dec24
,125g Swede,,27.5,0.0,,,,2024-12-09,Monday,9Dec24
13:30:00,Coffee,,,,,,,2024-12-09,Monday,9Dec24
16:15:00,2x Bread Rolls,,600,,,,,2024-12-09,Monday,9Dec24
17:00:00,215g chicken,,444,61.0,,,,2024-12-09,Monday,9Dec24
,215g white rice,,320,5.0,,,,2024-12-09,Monday,9Dec24
,Sauce,,200,,,,,2024-12-09,Monday,9Dec24
,100g ham,,165,19.0,,,,2024-12-09,Monday,9Dec24
22:05:00,Clear Whey,,83,20.0,,,,2024-12-09,Monday,9Dec24
08:20:00,Clear Whey,,83,20.0,,,,2024-12-10,Tuesday,9Dec24
,300ml Light Milk,,126,10.5,,,,2024-12-10,Tuesday,9Dec24
,80g Oats,,,,,,,2024-12-10,Tuesday,9Dec24
,30g protein powder,,113,25.0,,,,2024-12-10,Tuesday,9Dec24
12:00:00,3x roll,,600,10.0,,,,2024-12-10,Tuesday,9Dec24
,500ml Light Milk,,330,16.0,,,,2024-12-10,Tuesday,9Dec24
13:30:00,Coffee,,100,,,,,2024-12-10,Tuesday,9Dec24
17:00:00,315g chicken,,650,90.0,,,,2024-12-10,Tuesday,9Dec24
,215g white rice,,320,5.0,,,,2024-12-10,Tuesday,9Dec24
,Sauce,,200,,,,,2024-12-10,Tuesday,9Dec24
,Croissant,,250,,,,,2024-12-10,Tuesday,9Dec24
11:00:00,2x porridges,,340,10.6,,,,2024-12-11,Wednesday,9Dec24
,500ml Low Fat Milk,,260,15.0,,,,2024-12-11,Wednesday,9Dec24
,Clear Whey,,83,20.0,,,,2024-12-11,Wednesday,9Dec24
14:45:00,veggie wrap,,350,,,,,2024-12-11,Wednesday,9Dec24
17:00:00,315g chicken,,650,90.0,,,,2024-12-11,Wednesday,9Dec24
,215g white rice,,320,5.0,,,,2024-12-11,Wednesday,9Dec24
,pastries,,450,,,,,2024-12-11,Wednesday,9Dec24
,sweets,,700,,,,,2024-12-11,Wednesday,9Dec24
08:30:00,Oats 80g,,284,9.8,,,,2024-12-12,Thursday,9Dec24
,Protein Powder 45g,,169.5,36.0,,,,2024-12-12,Thursday,9Dec24
,Low Fat Milk 150ml,,70.5,5.25,,,,2024-12-12,Thursday,9Dec24
14:00:00,Clear Whey,,88,20.0,,,,2024-12-12,Thursday,9Dec24
,315g chicken,,650,90.0,,,,2024-12-12,Thursday,9Dec24
,215g white rice,,320,5.0,,,,2024-12-12,Thursday,9Dec24
,Sauce,,200,,,,,2024-12-12,Thursday,9Dec24
,Croissant,,250,,,,,2024-12-12,Thursday,9Dec24
,pints,,1000,,,,,2024-12-12,Thursday,9Dec24
,snacks,,1200,,,,,2024-12-12,Thursday,9Dec24
14:30:00,shake,,165,25.0,,,,2024-12-14,Saturday,9Dec24
,wrap,,1300,50.0,,,,2024-12-14,Saturday,9Dec24
,bar,,199,20.0,,,,2024-12-14,Saturday,9Dec24
,other deli,,300,,,,,2024-12-14,Saturday,9Dec24
17:40:00,Sandwich,,500,20.0,,,,2024-12-14,Saturday,9Dec24
10:40:00,100g chicken,,217,30.0,,,,2024-12-16,Monday,16Dec24
,215g white rice,,320,5.0,,,,2024-12-16,Monday,16Dec24
,Clear Whey,,88,20.0,,,,2024-12-16,Monday,16Dec24
16:15:00,315g chicken,,650,90.0,,,,2024-12-16,Monday,16Dec24
,100g white rice,,160,2.5,,,,2024-12-16,Monday,16Dec24
,100g potato,,160,,,,,2024-12-16,Monday,16Dec24
,Sauce,,200,,,,,2024-12-16,Monday,16Dec24
,Croissant,,250,,,,,2024-12-16,Monday,16Dec24
20:32:00,Protein Bar,,227,21.0,,,,2024-12-16,Monday,16Dec24
11:00:00,320ml light milk,,134.4,,,,,2024-12-17,Tuesday,16Dec24
,2x porridge,,438,,,,,2024-12-17,Tuesday,16Dec24
16:45:00,snacks,,500,5.0,,,,2024-12-17,Tuesday,16Dec24
,315g chicken,,650,90.0,,,,2024-12-17,Tuesday,16Dec24
,100g rice,,160,5.0,,,,2024-12-17,Tuesday,16Dec24
,Sauce,,200,,,,,2024-12-17,Tuesday,16Dec24
,Excess,,200,,,,,2024-12-17,Tuesday,16Dec24
21:00:00,Clear Whey,,83,20.0,,,,2024-12-17,Tuesday,16Dec24
09:15:00,Oats 120g,,426,14.700000000000001,,,,2024-12-18,Wednesday,16Dec24
,Milk 400ml,,186,14.0,,,,2024-12-18,Wednesday,16Dec24
,100g fage,,54,10.3,,,,2024-12-18,Wednesday,16Dec24
,30g Whey Protein,,113,24.0,,,,2024-12-18,Wednesday,16Dec24
13:30:00,Coffee,,100,,,,,2024-12-18,Wednesday,16Dec24
,315g chicken,,650,90.0,,,,2024-12-18,Wednesday,16Dec24
,215g rice,,320,10.0,,,,2024-12-18,Wednesday,16Dec24
,Sauce,,200,,,,,2024-12-18,Wednesday,16Dec24
,Croissant,,250,,,,,2024-12-18,Wednesday,16Dec24
21:25:00,Clear Whey Isolate,,88,20.0,,,,2024-12-18,Wednesday,16Dec24
08:20:00,Oats 80g,,284,9.8,,,,2024-12-19,Thursday,16Dec24
,Light Milk 200ml,,93,7.0,,,,2024-12-19,Thursday,16Dec24
,Whey Powder 30g ,,113,24.0,,,,2024-12-19,Thursday,16Dec24
,Banana,,100,,,,,2024-12-19,Thursday,16Dec24
,Coffee,,100,,,,,2024-12-19,Thursday,16Dec24
14:45:00,14oz Soup,,250,,,,,2024-12-19,Thursday,16Dec24
11:30:00,Clear Whey Isolate,,88,20.0,,,,2024-12-19,Thursday,16Dec24
17:00:00,315g chicken,,650,90.0,,,,2024-12-19,Thursday,16Dec24
,215g rice,,320,10.0,,,,2024-12-19,Thursday,16Dec24
,Sauce,,200,,,,,2024-12-19,Thursday,16Dec24
,Excess,,200,,,,,2024-12-19,Thursday,16Dec24
12:05:00,315g chicken,,650,90.0,,,,2024-12-20,Friday,16Dec24
,250g rice,,400,13.0,,,,2024-12-20,Friday,16Dec24
,Sauce,,200,,,,,2024-12-20,Friday,16Dec24
17:20:00,Smacs Grilled Chicken Sandwich,,340,37.0,,,,2024-12-20,Friday,16Dec24
,Fulfil Bar,,205,20.0,,,,2024-12-20,Friday,16Dec24
,Split Pot,,170.18,,,,,2024-12-20,Friday,16Dec24
20:30:00,500ml Light Milk,,232.5,17.5,,,,2024-12-20,Friday,16Dec24
,3x Slice Bread,,321,12.899999999999999,,,,2024-12-20,Friday,16Dec24
,Clear Whey Isolate,,89,20.0,,,,2024-12-20,Friday,16Dec24
22:30:00,Apple Lattices,,650,,,,,2024-12-20,Friday,16Dec24
10:30:00,200g Chicken,,412.69841269841277,60.0,,,,2024-12-21,Saturday,16Dec24
,200g rice,,320,10.0,,,,2024-12-21,Saturday,16Dec24
,Sauce,,200,,,,,2024-12-21,Saturday,16Dec24
14:00:00,Croissant,,250,,,,,2024-12-21,Saturday,16Dec24
,Pasta Bake,,1200,40.0,,,,2024-12-21,Saturday,16Dec24
10:20:00,Oats 60g,,213,7.3500000000000005,,,,2024-12-31,Tuesday,30Dec24
,Milk Low Fat 300ml,,139.5,10.5,,,,2024-12-31,Tuesday,30Dec24
,Protein Powder 30g,,113,24.0,,,,2024-12-31,Tuesday,30Dec24
,Kvarg Pudding,,83,15.0,,,,2024-12-31,Tuesday,30Dec24
14:00:00,Coffee,,100,,,,,2024-12-31,Tuesday,30Dec24
17:00:00,Chicken 200g,,430,60.0,,,,2024-12-31,Tuesday,30Dec24
,Rice 200g,,250,5.0,,,,2024-12-31,Tuesday,30Dec24
,Sauce,,200,,,,,2024-12-31,Tuesday,30Dec24
22:00:00,Takeaway,,1500,30.0,,,,2024-12-31,Tuesday,30Dec24
11:30:00,Clear Whey,,88,20.0,,,,2025-01-01,Wednesday,30Dec24
14:00:00,Coffee,,100,,,,,2025-01-01,Wednesday,30Dec24
18:00:00,Rice,,300,5.0,,,,2025-01-01,Wednesday,30Dec24
,Pork,,500,30.0,,,,2025-01-01,Wednesday,30Dec24
,Sauce,,200,,,,,2025-01-01,Wednesday,30Dec24
,Chicken Pasta,,450,15.0,,,,2025-01-01,Wednesday,30Dec24
21:15:00,Avonmore Protein Gold Milk,,285,33.0,,,,2025-01-01,Wednesday,30Dec24
,Fulfil Bar,,199,20.0,,,,2025-01-01,Wednesday,30Dec24
08:30:00,Oats 80g,,284,9.8,,,,2025-01-02,Thursday,30Dec24
,Protein Powder 45g,,169.5,36.0,,,,2025-01-02,Thursday,30Dec24
,Low Fat Milk 150ml,,141,10.5,,,,2025-01-02,Thursday,30Dec24
,Other,,150,5.0,,,,2025-01-02,Thursday,30Dec24
11:00:00,50g Chicken,,107.5,15.0,,,,2025-01-02,Thursday,30Dec24
,Snack,,800,25.0,,,,2025-01-02,Thursday,30Dec24
11:15:00,Clear Whey,,88,20.0,,,,2025-01-02,Thursday,30Dec24
13:00:00,Coffee,,100,,,,,2025-01-02,Thursday,30Dec24
16:30:00,Bread,,500,5.0,,,,2025-01-02,Thursday,30Dec24
14:00:00,Wrap,,200,5.0,,,,2025-01-03,Friday,30Dec24
,Chicken,,400,30.0,,,,2025-01-03,Friday,30Dec24
,Cheese,,200,5.0,,,,2025-01-03,Friday,30Dec24
,Sauce,,200,,,,,2025-01-03,Friday,30Dec24
,Avonmore Protein Milk,,295,33.0,,,,2025-01-03,Friday,30Dec24
16:30:00,Monster,,11,,,,,2025-01-03,Friday,30Dec24
,Clear Whey,,88,20.0,,,,2025-01-03,Friday,30Dec24
,Sheet Isotonic,,135,,,,,2025-01-03,Friday,30Dec24
14:00:00,Wrap,,200,5.0,,,,2025-01-04,Saturday,30Dec24
,Chicken,,400,30.0,,,,2025-01-04,Saturday,30Dec24
,Cheese,,200,5.0,,,,2025-01-04,Saturday,30Dec24
,Sauce,,200,,,,,2025-01-04,Saturday,30Dec24
,Avonmore Protein Milk,,295,33.0,,,,2025-01-04,Saturday,30Dec24
10:25:00,Avonmore Protein Gold,,285,33.0,,,,2025-01-07,Tuesday,6Jan24
,Wrap,,1200,40.0,,,,2025-01-07,Tuesday,6Jan24
15:30:00,bread roll,,250,,,,,2025-01-07,Tuesday,6Jan24
17:00:00,315g chicken,,443.6507936507937,60.0,,,,2025-01-07,Tuesday,6Jan24
,215g white rice,,223.25581395348837,5.0,,,,2025-01-07,Tuesday,6Jan24
,Sauce,,200,,,,,2025-01-07,Tuesday,6Jan24
,croissant,,200,,,,,2025-01-07,Tuesday,6Jan24
,Whey,,88,20.0,,,,2025-01-07,Tuesday,6Jan24
10:15:00,Club Orange,,70,,,,,2025-01-08,Wednesday,6Jan24
,Wrap,,1200,40.0,,,,2025-01-08,Wednesday,6Jan24
,Gls Milk,,200,5.0,,,,2025-01-08,Wednesday,6Jan24
13:30:00,Whey,,88,20.0,,,,2025-01-08,Wednesday,6Jan24
,Coffee ,,50,,,,,2025-01-08,Wednesday,6Jan24
17:00:00,315g chicken,,650,90.0,,,,2025-01-08,Wednesday,6Jan24
,215g white rice,,320,5.0,,,,2025-01-08,Wednesday,6Jan24
,Sauce,,200,,,,,2025-01-08,Wednesday,6Jan24
08:20:00,300ml Whole Milk,,189,10.2,,,,2025-01-09,Thursday,6Jan24
